PELÍCULA;;;;;;COMENTARIOS;;
Título;Año;Estrellas;Género;Duración;Reseña;ComTexto;Calificación;ComFechaHora
Maracaná;2014;0;Documental;75';"El 16 de julio de 1950, en el estadio Maracaná de Rio de Janeiro, se llevó a cabo una extraordinaria haza&ntilde;a, deportiva y humana. Once hombres, once uruguayos, vencieron todos los pronósticos en la final del Campeonato Mundial de Fútbol venciendo al excepcional equipo brasile&ntilde;o. Este nuevo documental de los realizadores de <em>Mundialito </em>(2010) revela anécdotas y testimonios en torno a un suceso que marcaría la vida social y política de ambos países hasta nuestros días.";Aceptable. Esta bien narrada, las voces en off y algunas en imagen, relatan los acontecimientos que desencadenaron el gran triunfo celeste en Brasil. Arranca con comentarios sobre las dos Olimpiadas, siguiendo con el campeonato del 30, la huelga de jugadores de la decada del cuarenta hasta llegar al Maracanazo, sin dejar de lado las historias de vida de algunos de los integrantes del plantel, con especial enfasis en el gran capitan Obdulio. Buena musica, me gusto.;2;2014-03-30 21:02:41.000
Maracaná;2014;0;Documental;75';"El 16 de julio de 1950, en el estadio Maracaná de Rio de Janeiro, se llevó a cabo una extraordinaria haza&ntilde;a, deportiva y humana. Once hombres, once uruguayos, vencieron todos los pronósticos en la final del Campeonato Mundial de Fútbol venciendo al excepcional equipo brasile&ntilde;o. Este nuevo documental de los realizadores de <em>Mundialito </em>(2010) revela anécdotas y testimonios en torno a un suceso que marcaría la vida social y política de ambos países hasta nuestros días.";Excelente!!!;5;2014-03-29 20:15:46.000
Non-Stop: sin escalas;2014;0;Acción-Thriller;106';"Lo que aparenta ser un vuelo normal de Nueva York a Londres se convierte en una pesadilla&nbsp; para el policía Bill Marks (Liam Neeson), quien recibe un mensaje de texto anónimo en el que le avisan que cada 20 minutos un pasajero del avión morirá a menos que se ingresen más de 150 millones de dólares a un número de cuenta. Un juego de intrigas se desata a 40 mil pies de altura con la vida de 200 pasajeros pendiendo de un hilo.";Muy buena película. El director le ha dado aire nuevo a catástrofes aéreas. La super recomiendo. Parece más de lo mismo pero el ritmo va aumentando según pasan los minutos y se logra un excelente final en auge de tensión.;5;2014-05-23 12:29:03.000
Non-Stop: sin escalas;2014;0;Acción-Thriller;106';"Lo que aparenta ser un vuelo normal de Nueva York a Londres se convierte en una pesadilla&nbsp; para el policía Bill Marks (Liam Neeson), quien recibe un mensaje de texto anónimo en el que le avisan que cada 20 minutos un pasajero del avión morirá a menos que se ingresen más de 150 millones de dólares a un número de cuenta. Un juego de intrigas se desata a 40 mil pies de altura con la vida de 200 pasajeros pendiendo de un hilo.";Muy buena, fui esta pasada noche de jueves y realmente me gusto. Es muy recomendable y atrapante! Hay que verlaaa!!!... Saludos!!;5;2014-05-23 09:12:34.000
Non-Stop: sin escalas;2014;0;Acción-Thriller;106';"Lo que aparenta ser un vuelo normal de Nueva York a Londres se convierte en una pesadilla&nbsp; para el policía Bill Marks (Liam Neeson), quien recibe un mensaje de texto anónimo en el que le avisan que cada 20 minutos un pasajero del avión morirá a menos que se ingresen más de 150 millones de dólares a un número de cuenta. Un juego de intrigas se desata a 40 mil pies de altura con la vida de 200 pasajeros pendiendo de un hilo.";Muy buena, es una buena pèli de accion, no entiendo a la gente que dice que es aburrida.;5;2014-05-15 17:30:15.000
Non-Stop: sin escalas;2014;0;Acción-Thriller;106';"Lo que aparenta ser un vuelo normal de Nueva York a Londres se convierte en una pesadilla&nbsp; para el policía Bill Marks (Liam Neeson), quien recibe un mensaje de texto anónimo en el que le avisan que cada 20 minutos un pasajero del avión morirá a menos que se ingresen más de 150 millones de dólares a un número de cuenta. Un juego de intrigas se desata a 40 mil pies de altura con la vida de 200 pasajeros pendiendo de un hilo.";No es lo mejor de Liam Neeson y definitivamente tampoco de Julianne Moore. Un thriller entretenido, para pasar el rato. Algunos baches en la historia, pero en general entretiene. Me hace acordar a la tercera sección de sabados de cine, para los memoriosos....;2;2014-05-12 14:15:57.000
Non-Stop: sin escalas;2014;0;Acción-Thriller;106';"Lo que aparenta ser un vuelo normal de Nueva York a Londres se convierte en una pesadilla&nbsp; para el policía Bill Marks (Liam Neeson), quien recibe un mensaje de texto anónimo en el que le avisan que cada 20 minutos un pasajero del avión morirá a menos que se ingresen más de 150 millones de dólares a un número de cuenta. Un juego de intrigas se desata a 40 mil pies de altura con la vida de 200 pasajeros pendiendo de un hilo.";Sinceramente, no me gustó. Para ver eso, miro la tele, y gratis.;2;2014-04-21 00:20:39.000
Non-Stop: sin escalas;2014;0;Acción-Thriller;106';"Lo que aparenta ser un vuelo normal de Nueva York a Londres se convierte en una pesadilla&nbsp; para el policía Bill Marks (Liam Neeson), quien recibe un mensaje de texto anónimo en el que le avisan que cada 20 minutos un pasajero del avión morirá a menos que se ingresen más de 150 millones de dólares a un número de cuenta. Un juego de intrigas se desata a 40 mil pies de altura con la vida de 200 pasajeros pendiendo de un hilo.";Muy entretenida, como dicen muchos aquí, te mantiene atrapado por saber quien o quienes son los que envian los mensajes de texto. Buena labor de Liam Neeson y de Julianne Moore, en un tipico thriller de accion y de suspenso que te aferra a la butaca de principio a fin. Sin pedir mucho, la mision esta cumplica: Entretener.;3;2014-04-19 22:00:29.000
Non-Stop: sin escalas;2014;0;Acción-Thriller;106';"Lo que aparenta ser un vuelo normal de Nueva York a Londres se convierte en una pesadilla&nbsp; para el policía Bill Marks (Liam Neeson), quien recibe un mensaje de texto anónimo en el que le avisan que cada 20 minutos un pasajero del avión morirá a menos que se ingresen más de 150 millones de dólares a un número de cuenta. Un juego de intrigas se desata a 40 mil pies de altura con la vida de 200 pasajeros pendiendo de un hilo.";muy buena pelicula entretenida desde el principio;4;2014-04-17 22:37:50.000
Non-Stop: sin escalas;2014;0;Acción-Thriller;106';"Lo que aparenta ser un vuelo normal de Nueva York a Londres se convierte en una pesadilla&nbsp; para el policía Bill Marks (Liam Neeson), quien recibe un mensaje de texto anónimo en el que le avisan que cada 20 minutos un pasajero del avión morirá a menos que se ingresen más de 150 millones de dólares a un número de cuenta. Un juego de intrigas se desata a 40 mil pies de altura con la vida de 200 pasajeros pendiendo de un hilo.";Muy buena película! Te mantiene atrapado todo el tiempo. La recomiendo.;4;2014-03-26 10:11:31.000
Non-Stop: sin escalas;2014;0;Acción-Thriller;106';"Lo que aparenta ser un vuelo normal de Nueva York a Londres se convierte en una pesadilla&nbsp; para el policía Bill Marks (Liam Neeson), quien recibe un mensaje de texto anónimo en el que le avisan que cada 20 minutos un pasajero del avión morirá a menos que se ingresen más de 150 millones de dólares a un número de cuenta. Un juego de intrigas se desata a 40 mil pies de altura con la vida de 200 pasajeros pendiendo de un hilo.";Muy buena peli,  atrapante ,con un final inesperado, Liam Neeson brillante al igual q Julianne Moore. La recomiendo salu2.;4;2014-03-24 10:43:53.000
Non-Stop: sin escalas;2014;0;Acción-Thriller;106';"Lo que aparenta ser un vuelo normal de Nueva York a Londres se convierte en una pesadilla&nbsp; para el policía Bill Marks (Liam Neeson), quien recibe un mensaje de texto anónimo en el que le avisan que cada 20 minutos un pasajero del avión morirá a menos que se ingresen más de 150 millones de dólares a un número de cuenta. Un juego de intrigas se desata a 40 mil pies de altura con la vida de 200 pasajeros pendiendo de un hilo.";Una película que te mantiene atrapado desde el principio pero que sin la excelente actuación como siempre de Liam Neeson no valdría mucho la pena, más que para un domingo a la tarde en casa...;4;2014-03-22 16:05:50.000
Non-Stop: sin escalas;2014;0;Acción-Thriller;106';"Lo que aparenta ser un vuelo normal de Nueva York a Londres se convierte en una pesadilla&nbsp; para el policía Bill Marks (Liam Neeson), quien recibe un mensaje de texto anónimo en el que le avisan que cada 20 minutos un pasajero del avión morirá a menos que se ingresen más de 150 millones de dólares a un número de cuenta. Un juego de intrigas se desata a 40 mil pies de altura con la vida de 200 pasajeros pendiendo de un hilo.";muy buena,la recomiendo!;4;2014-03-15 19:36:16.000
Non-Stop: sin escalas;2014;0;Acción-Thriller;106';"Lo que aparenta ser un vuelo normal de Nueva York a Londres se convierte en una pesadilla&nbsp; para el policía Bill Marks (Liam Neeson), quien recibe un mensaje de texto anónimo en el que le avisan que cada 20 minutos un pasajero del avión morirá a menos que se ingresen más de 150 millones de dólares a un número de cuenta. Un juego de intrigas se desata a 40 mil pies de altura con la vida de 200 pasajeros pendiendo de un hilo.";Muy buena, cumple su objetivo te mantiene atrapado toda la película,;4;2014-03-12 17:48:13.000
Non-Stop: sin escalas;2014;0;Acción-Thriller;106';"Lo que aparenta ser un vuelo normal de Nueva York a Londres se convierte en una pesadilla&nbsp; para el policía Bill Marks (Liam Neeson), quien recibe un mensaje de texto anónimo en el que le avisan que cada 20 minutos un pasajero del avión morirá a menos que se ingresen más de 150 millones de dólares a un número de cuenta. Un juego de intrigas se desata a 40 mil pies de altura con la vida de 200 pasajeros pendiendo de un hilo.";Sin ser mala del todo, no vale de nada. Lo peorcito de Liam Neeson.;2;2014-03-06 16:44:17.000
Non-Stop: sin escalas;2014;0;Acción-Thriller;106';"Lo que aparenta ser un vuelo normal de Nueva York a Londres se convierte en una pesadilla&nbsp; para el policía Bill Marks (Liam Neeson), quien recibe un mensaje de texto anónimo en el que le avisan que cada 20 minutos un pasajero del avión morirá a menos que se ingresen más de 150 millones de dólares a un número de cuenta. Un juego de intrigas se desata a 40 mil pies de altura con la vida de 200 pasajeros pendiendo de un hilo.";Esperaba más, sin Liam Nesson es una película sin pena ni gloria. Se puede ver.;3;2014-03-06 12:32:59.000
Non-Stop: sin escalas;2014;0;Acción-Thriller;106';"Lo que aparenta ser un vuelo normal de Nueva York a Londres se convierte en una pesadilla&nbsp; para el policía Bill Marks (Liam Neeson), quien recibe un mensaje de texto anónimo en el que le avisan que cada 20 minutos un pasajero del avión morirá a menos que se ingresen más de 150 millones de dólares a un número de cuenta. Un juego de intrigas se desata a 40 mil pies de altura con la vida de 200 pasajeros pendiendo de un hilo.";Muy buena. Atrapado de principio a fin.;4;2014-03-04 09:07:49.000
Non-Stop: sin escalas;2014;0;Acción-Thriller;106';"Lo que aparenta ser un vuelo normal de Nueva York a Londres se convierte en una pesadilla&nbsp; para el policía Bill Marks (Liam Neeson), quien recibe un mensaje de texto anónimo en el que le avisan que cada 20 minutos un pasajero del avión morirá a menos que se ingresen más de 150 millones de dólares a un número de cuenta. Un juego de intrigas se desata a 40 mil pies de altura con la vida de 200 pasajeros pendiendo de un hilo.";Está buena. Te tiene atrapado toda la película. A mi me gustó, la recomiendo.;4;2014-03-03 10:50:35.000
Non-Stop: sin escalas;2014;0;Acción-Thriller;106';"Lo que aparenta ser un vuelo normal de Nueva York a Londres se convierte en una pesadilla&nbsp; para el policía Bill Marks (Liam Neeson), quien recibe un mensaje de texto anónimo en el que le avisan que cada 20 minutos un pasajero del avión morirá a menos que se ingresen más de 150 millones de dólares a un número de cuenta. Un juego de intrigas se desata a 40 mil pies de altura con la vida de 200 pasajeros pendiendo de un hilo.";excelente pelicula muy recomendable;4;2014-03-01 14:54:38.000
Non-Stop: sin escalas;2014;0;Acción-Thriller;106';"Lo que aparenta ser un vuelo normal de Nueva York a Londres se convierte en una pesadilla&nbsp; para el policía Bill Marks (Liam Neeson), quien recibe un mensaje de texto anónimo en el que le avisan que cada 20 minutos un pasajero del avión morirá a menos que se ingresen más de 150 millones de dólares a un número de cuenta. Un juego de intrigas se desata a 40 mil pies de altura con la vida de 200 pasajeros pendiendo de un hilo.";La vi con los ñery ai re loko caimo y copamo ese sine. Ta re polenta la pelicula, pero yo toy mas polenta. Al policia globo donde quiera cuando quiera, aguanto camiones de doble sorra yo guacho;5;2014-02-28 14:15:18.000
300: el nacimiento de un imperio;2014;0;Acción;102';"Basado en la última novela gráfica de Frank Miller, ""Xerxes"", y tomando el estilo visual de <em>300</em>, este nuevo capítulo de la épica saga lleva la acción a un imponente campo de batalla &ndash; el mar &ndash; con el general griego Temístocles (Sullivan Stapleton) intentando unificar toda Grecia y enfrentando una masiva invasión por parte de las fuerzas persas lideradas por el mortal, convertido en dios, Xerxes (Rodrigo Santoro) y Artemisia (Eva Green), comandante vengativa de la armada persa.";"Fuimos 3 personas que habíamos visto ""300""... salimos totalmente decepcionados. Argumento y giros fuera de lugar. Escenas traídas de los pelos. Solo efectos especiales. No recomendable.";1;2014-04-26 21:06:55.000
300: el nacimiento de un imperio;2014;0;Acción;102';"Basado en la última novela gráfica de Frank Miller, ""Xerxes"", y tomando el estilo visual de <em>300</em>, este nuevo capítulo de la épica saga lleva la acción a un imponente campo de batalla &ndash; el mar &ndash; con el general griego Temístocles (Sullivan Stapleton) intentando unificar toda Grecia y enfrentando una masiva invasión por parte de las fuerzas persas lideradas por el mortal, convertido en dios, Xerxes (Rodrigo Santoro) y Artemisia (Eva Green), comandante vengativa de la armada persa.";La verdad que discrepo. La película es igual de mala que 300. Tiene la misma cantidad de emoción, o sea nada. No estoy pidiendo que sea un derroche de filosofía griega ni un tratado sobre el ser humano, pero de leyenda no tiene nada.;1;2014-03-24 09:55:08.000
300: el nacimiento de un imperio;2014;0;Acción;102';"Basado en la última novela gráfica de Frank Miller, ""Xerxes"", y tomando el estilo visual de <em>300</em>, este nuevo capítulo de la épica saga lleva la acción a un imponente campo de batalla &ndash; el mar &ndash; con el general griego Temístocles (Sullivan Stapleton) intentando unificar toda Grecia y enfrentando una masiva invasión por parte de las fuerzas persas lideradas por el mortal, convertido en dios, Xerxes (Rodrigo Santoro) y Artemisia (Eva Green), comandante vengativa de la armada persa.";no califique la película en mi anterior mensaje, pido la califiquen como pongo aquí. gracias.;4;2014-03-08 20:26:21.000
300: el nacimiento de un imperio;2014;0;Acción;102';"Basado en la última novela gráfica de Frank Miller, ""Xerxes"", y tomando el estilo visual de <em>300</em>, este nuevo capítulo de la épica saga lleva la acción a un imponente campo de batalla &ndash; el mar &ndash; con el general griego Temístocles (Sullivan Stapleton) intentando unificar toda Grecia y enfrentando una masiva invasión por parte de las fuerzas persas lideradas por el mortal, convertido en dios, Xerxes (Rodrigo Santoro) y Artemisia (Eva Green), comandante vengativa de la armada persa.";a ver...no es 300...no tiene su arte, su emoción, eso que la hizo una leyenda...pero...pero...está Eva Green. Pensé que iba a ser mas espectacular, pero es como mas de lo mismo sin aportar nada a 300. La elección del actor que interpretó  Temístocles  creo que no fue la mas acertada, el presonaje central no tiene fuerza y la película se la come EVA GREEN. Este es el punto fuerte, el personaje mas interesante y mejor realizado. Desde el vestuario, la caraterización de Artemisa, su interpretación, todo es espectacular, y la mina de n segundo para otro cambia la expresión de su cara y pasa de ser una belleza etérea, perfecta, a ser una poseída por 1000 demonios. en conclusión, no le llega  a los talones a 300, no tiene su épica, pero está muy por encima de los bodrios teen que hay en cartel. El 3d no ayuda en nada, realmente hace que la pelicula se vea oscura, y se pierdan detalles. Supongo que en 2D estará mejor. En conclusión: los fans de 300 no se la pueden perder, pero bajen sus expectativas.;4;2014-03-08 12:22:33.000
El sorprendente Hombre Araña 2: la amenaza de Electro;2014;0;Acción-Aventura;142';"Es genial ser el Hombre Ara&ntilde;a. Para Peter Parker (Andrew Garfield), no hay nada que se le parezca a estar oscilando entre los rascacielos, ser el héroe y pasar tiempo con Gwen Stacy (Emma Stone). Pero ser el Hombre Ara&ntilde;a tiene un precio: sólo el Hombre Ara&ntilde;a puede proteger a sus conciudadanos de los temibles villanos que amenazan la ciudad. Con el surgimiento de Electro (Jamie Foxx), Peter debe enfrentar a un enemigo mucho más poderoso que él. Y mientras su viejo amigo Harry Osborn (Dane DeHaan) está de regreso, Peter comienza a darse cuenta que todos sus enemigos tienen algo en común: OsCorp.";Excelentisima! Triste, pero muy buenq;5;2014-07-02 19:10:22.000
El sorprendente Hombre Araña 2: la amenaza de Electro;2014;0;Acción-Aventura;142';"Es genial ser el Hombre Ara&ntilde;a. Para Peter Parker (Andrew Garfield), no hay nada que se le parezca a estar oscilando entre los rascacielos, ser el héroe y pasar tiempo con Gwen Stacy (Emma Stone). Pero ser el Hombre Ara&ntilde;a tiene un precio: sólo el Hombre Ara&ntilde;a puede proteger a sus conciudadanos de los temibles villanos que amenazan la ciudad. Con el surgimiento de Electro (Jamie Foxx), Peter debe enfrentar a un enemigo mucho más poderoso que él. Y mientras su viejo amigo Harry Osborn (Dane DeHaan) está de regreso, Peter comienza a darse cuenta que todos sus enemigos tienen algo en común: OsCorp.";Exelente,dinamica, vibrante...;5;2014-05-25 00:52:02.000
El sorprendente Hombre Araña 2: la amenaza de Electro;2014;0;Acción-Aventura;142';"Es genial ser el Hombre Ara&ntilde;a. Para Peter Parker (Andrew Garfield), no hay nada que se le parezca a estar oscilando entre los rascacielos, ser el héroe y pasar tiempo con Gwen Stacy (Emma Stone). Pero ser el Hombre Ara&ntilde;a tiene un precio: sólo el Hombre Ara&ntilde;a puede proteger a sus conciudadanos de los temibles villanos que amenazan la ciudad. Con el surgimiento de Electro (Jamie Foxx), Peter debe enfrentar a un enemigo mucho más poderoso que él. Y mientras su viejo amigo Harry Osborn (Dane DeHaan) está de regreso, Peter comienza a darse cuenta que todos sus enemigos tienen algo en común: OsCorp.";espantosa una verdadera perdida de tiempo lo que vimos otros super heroes quedamos desfraudados linda para dormir la siesta;1;2014-05-17 15:58:07.000
El sorprendente Hombre Araña 2: la amenaza de Electro;2014;0;Acción-Aventura;142';"Es genial ser el Hombre Ara&ntilde;a. Para Peter Parker (Andrew Garfield), no hay nada que se le parezca a estar oscilando entre los rascacielos, ser el héroe y pasar tiempo con Gwen Stacy (Emma Stone). Pero ser el Hombre Ara&ntilde;a tiene un precio: sólo el Hombre Ara&ntilde;a puede proteger a sus conciudadanos de los temibles villanos que amenazan la ciudad. Con el surgimiento de Electro (Jamie Foxx), Peter debe enfrentar a un enemigo mucho más poderoso que él. Y mientras su viejo amigo Harry Osborn (Dane DeHaan) está de regreso, Peter comienza a darse cuenta que todos sus enemigos tienen algo en común: OsCorp.";Que sucede si no se introducen personajes desde el principio? La historia no convence cuando se los quiere introducir por la fuerza. La trama es muy debil, muchisimo CGI y, el 3D solo para robar la plata. La gran pregunta de está pelicula es: ¿Tendra tantas deudas Paul Giamatti como para aceptar aparecer 5 segundos al principio y 15 al final?... que raro che....;2;2014-05-15 11:17:52.000
El sorprendente Hombre Araña 2: la amenaza de Electro;2014;0;Acción-Aventura;142';"Es genial ser el Hombre Ara&ntilde;a. Para Peter Parker (Andrew Garfield), no hay nada que se le parezca a estar oscilando entre los rascacielos, ser el héroe y pasar tiempo con Gwen Stacy (Emma Stone). Pero ser el Hombre Ara&ntilde;a tiene un precio: sólo el Hombre Ara&ntilde;a puede proteger a sus conciudadanos de los temibles villanos que amenazan la ciudad. Con el surgimiento de Electro (Jamie Foxx), Peter debe enfrentar a un enemigo mucho más poderoso que él. Y mientras su viejo amigo Harry Osborn (Dane DeHaan) está de regreso, Peter comienza a darse cuenta que todos sus enemigos tienen algo en común: OsCorp.";m gustó muchísimo . clap clap al guionista.;5;2014-04-21 09:14:44.000
El sorprendente Hombre Araña 2: la amenaza de Electro;2014;0;Acción-Aventura;142';"Es genial ser el Hombre Ara&ntilde;a. Para Peter Parker (Andrew Garfield), no hay nada que se le parezca a estar oscilando entre los rascacielos, ser el héroe y pasar tiempo con Gwen Stacy (Emma Stone). Pero ser el Hombre Ara&ntilde;a tiene un precio: sólo el Hombre Ara&ntilde;a puede proteger a sus conciudadanos de los temibles villanos que amenazan la ciudad. Con el surgimiento de Electro (Jamie Foxx), Peter debe enfrentar a un enemigo mucho más poderoso que él. Y mientras su viejo amigo Harry Osborn (Dane DeHaan) está de regreso, Peter comienza a darse cuenta que todos sus enemigos tienen algo en común: OsCorp.";Me pareció aburrida y con demasiados villanos. Subtramas que no llevan a ningún lado. La historia romántica ocupa demasiado tiempo y la acción es limitada. No me gustó.;2;2014-04-19 20:38:26.000
El sorprendente Hombre Araña 2: la amenaza de Electro;2014;0;Acción-Aventura;142';"Es genial ser el Hombre Ara&ntilde;a. Para Peter Parker (Andrew Garfield), no hay nada que se le parezca a estar oscilando entre los rascacielos, ser el héroe y pasar tiempo con Gwen Stacy (Emma Stone). Pero ser el Hombre Ara&ntilde;a tiene un precio: sólo el Hombre Ara&ntilde;a puede proteger a sus conciudadanos de los temibles villanos que amenazan la ciudad. Con el surgimiento de Electro (Jamie Foxx), Peter debe enfrentar a un enemigo mucho más poderoso que él. Y mientras su viejo amigo Harry Osborn (Dane DeHaan) está de regreso, Peter comienza a darse cuenta que todos sus enemigos tienen algo en común: OsCorp.";Es una concha esa peliconcha;2;2014-04-19 11:38:17.000
El sorprendente Hombre Araña 2: la amenaza de Electro;2014;0;Acción-Aventura;142';"Es genial ser el Hombre Ara&ntilde;a. Para Peter Parker (Andrew Garfield), no hay nada que se le parezca a estar oscilando entre los rascacielos, ser el héroe y pasar tiempo con Gwen Stacy (Emma Stone). Pero ser el Hombre Ara&ntilde;a tiene un precio: sólo el Hombre Ara&ntilde;a puede proteger a sus conciudadanos de los temibles villanos que amenazan la ciudad. Con el surgimiento de Electro (Jamie Foxx), Peter debe enfrentar a un enemigo mucho más poderoso que él. Y mientras su viejo amigo Harry Osborn (Dane DeHaan) está de regreso, Peter comienza a darse cuenta que todos sus enemigos tienen algo en común: OsCorp.";mañana voy a ver la peli, segun el trailer, debe de estar buenisima, ademas soy fan de todas las peliculas del hombre araña, he mirado las viejas, mire la 1, la 2, la 3, mire la nueva que salio hace un tiempo con el nuevo actor y voy a mirar la 2 con el nuevo actor. :);5;2014-04-17 21:27:33.000
El sorprendente Hombre Araña 2: la amenaza de Electro;2014;0;Acción-Aventura;142';"Es genial ser el Hombre Ara&ntilde;a. Para Peter Parker (Andrew Garfield), no hay nada que se le parezca a estar oscilando entre los rascacielos, ser el héroe y pasar tiempo con Gwen Stacy (Emma Stone). Pero ser el Hombre Ara&ntilde;a tiene un precio: sólo el Hombre Ara&ntilde;a puede proteger a sus conciudadanos de los temibles villanos que amenazan la ciudad. Con el surgimiento de Electro (Jamie Foxx), Peter debe enfrentar a un enemigo mucho más poderoso que él. Y mientras su viejo amigo Harry Osborn (Dane DeHaan) está de regreso, Peter comienza a darse cuenta que todos sus enemigos tienen algo en común: OsCorp.";Me gusto pero esta vez considero que la de Sam Raimi es mucho mejor, es un film que me entretuvo, las 2 y media se me pasaron rápido sin embargo hubieron un par de cosas  que no me gustaron: 1) el traje: a mi criterio lo hace ver mas caricaturesco y menos realista, el de la entrega anterior estaba mejor, no se porque lo habrán cambiado.                                2) La música: es otro de los puntos en donde la película esta deslucida, le falta una canción que pegue fuerte en la película, como el tema principal de la trilogía anterior que al escucharlo uno ya reconoce enseguida a cual film corresponde. En lo que si sale ganando este reboot es con su protagonista, Garfield me parece mucho mas carismático que Maguire. El final me dejo bastante sorprendido y seguramente a más de uno le pase lo mismo y está más que claro que van a sacar la tercera. Buen entretenimiento.;3;2014-04-17 20:45:56.000
El sorprendente Hombre Araña 2: la amenaza de Electro;2014;0;Acción-Aventura;142';"Es genial ser el Hombre Ara&ntilde;a. Para Peter Parker (Andrew Garfield), no hay nada que se le parezca a estar oscilando entre los rascacielos, ser el héroe y pasar tiempo con Gwen Stacy (Emma Stone). Pero ser el Hombre Ara&ntilde;a tiene un precio: sólo el Hombre Ara&ntilde;a puede proteger a sus conciudadanos de los temibles villanos que amenazan la ciudad. Con el surgimiento de Electro (Jamie Foxx), Peter debe enfrentar a un enemigo mucho más poderoso que él. Y mientras su viejo amigo Harry Osborn (Dane DeHaan) está de regreso, Peter comienza a darse cuenta que todos sus enemigos tienen algo en común: OsCorp.";Aceptable, es un film que tiene su atractivo, que principalmente, se dedica mas a la vida personal de los protagonistas, hay accion, pero creo que se asentuo mas en lo afectivo. El 3D esta de mas, ya que no se nota nada, lo mejor del 3D esta en un trailer de la pelicula Africa 3D que se estrenara proximamente, es alli donde realmente pareciera que estuvieramos junto a los animales. Para pasar un rato agradable.;2;2014-04-17 19:18:27.000
El sorprendente Hombre Araña 2: la amenaza de Electro;2014;0;Acción-Aventura;142';"Es genial ser el Hombre Ara&ntilde;a. Para Peter Parker (Andrew Garfield), no hay nada que se le parezca a estar oscilando entre los rascacielos, ser el héroe y pasar tiempo con Gwen Stacy (Emma Stone). Pero ser el Hombre Ara&ntilde;a tiene un precio: sólo el Hombre Ara&ntilde;a puede proteger a sus conciudadanos de los temibles villanos que amenazan la ciudad. Con el surgimiento de Electro (Jamie Foxx), Peter debe enfrentar a un enemigo mucho más poderoso que él. Y mientras su viejo amigo Harry Osborn (Dane DeHaan) está de regreso, Peter comienza a darse cuenta que todos sus enemigos tienen algo en común: OsCorp.";Después de un reinicio de Saga y de brindarnos una muy correcta primera parte, nos llega una de las más esperadas películas del año, lamentablemente no fue tan buena como esperaba. La acción es muy buena, las actuaciones están muy correctas. El problema es con la historia que se expande demasiado, trata de abarcar demasiado y por momentos se siente muy larga y pesada. Es difícil poner muchos villanos en una película y que todos tengan sus correctos timming. Aquí no se aprovechan muy bien y en cierto punto se siente que hay mucha sub-trama.  Está buena para ver en pantalla grande ya que las escenas de acción son lo mejor, desafortunadamente el resto no ayuda demasiado para ser una película que supere a su antecesora.  Slds;3;2014-04-17 13:51:13.000
El sorprendente Hombre Araña 2: la amenaza de Electro;2014;0;Acción-Aventura;142';"Es genial ser el Hombre Ara&ntilde;a. Para Peter Parker (Andrew Garfield), no hay nada que se le parezca a estar oscilando entre los rascacielos, ser el héroe y pasar tiempo con Gwen Stacy (Emma Stone). Pero ser el Hombre Ara&ntilde;a tiene un precio: sólo el Hombre Ara&ntilde;a puede proteger a sus conciudadanos de los temibles villanos que amenazan la ciudad. Con el surgimiento de Electro (Jamie Foxx), Peter debe enfrentar a un enemigo mucho más poderoso que él. Y mientras su viejo amigo Harry Osborn (Dane DeHaan) está de regreso, Peter comienza a darse cuenta que todos sus enemigos tienen algo en común: OsCorp.";va mi puntaje;4;2014-04-17 12:50:48.000
Maléfica;2014;0;Aventura-Fantasía;97';<em>Maléfica </em>explora la historia jamás contada de la más emblemática villana de Disney del clásico de 1959 La Bella Durmiente, y la traición que terminó convirtiendo en piedra su puro corazón. Impulsada por la venganza y un feroz deseo de proteger el páramo que habita, Maléfica (Angelina Jolie) lanza una cruel maldición sobre la hija recién nacida del rey, Aurora. A medida que crece, Aurora (Elle Fanning) se ve atrapada en medio de un terrible conflicto entre el reino del bosque que ha aprendido a amar, y el reino humano que guarda su legado. Maléfica se da cuenta de que Aurora puede ser la clave para restaurar la paz y se ve forzada a tomar algunas drásticas decisiones que cambiarán ambos mundos para siempre.;Buenisisma la pelicula pero el tema es que la pelicula  no tiene nada que ver con el nombre en ingles. malefic malvado con malefica  le pudieron haber puesto otro nombre pero muy buenaaaaaaaa.;4;2014-08-25 14:00:36.000
Maléfica;2014;0;Aventura-Fantasía;97';<em>Maléfica </em>explora la historia jamás contada de la más emblemática villana de Disney del clásico de 1959 La Bella Durmiente, y la traición que terminó convirtiendo en piedra su puro corazón. Impulsada por la venganza y un feroz deseo de proteger el páramo que habita, Maléfica (Angelina Jolie) lanza una cruel maldición sobre la hija recién nacida del rey, Aurora. A medida que crece, Aurora (Elle Fanning) se ve atrapada en medio de un terrible conflicto entre el reino del bosque que ha aprendido a amar, y el reino humano que guarda su legado. Maléfica se da cuenta de que Aurora puede ser la clave para restaurar la paz y se ve forzada a tomar algunas drásticas decisiones que cambiarán ambos mundos para siempre.;me encantoooo;4;2014-08-10 11:49:12.000
